year	iso3_d	reg	pop_wb_d	migt_wb	mignt_wb	mig_wb	mig_un	o_mig_un10	o_mig_un9	o_mig_un8	o_mig_un7	o_mig_un6	o_mig_un5	o_mig_un4	o_mig_un3	o_mig_un2	o_mig_un1	o_migt_dioc10	o_migt_dioc9	o_migt_dioc8	o_migt_dioc7	o_migt_dioc6	o_migt_dioc5	o_migt_dioc4	o_migt_dioc3	o_migt_dioc2	o_migt_dioc1	o_mignt_dioc10	o_mignt_dioc9	o_mignt_dioc8	o_mignt_dioc7	o_mignt_dioc6	o_mignt_dioc5	o_mignt_dioc4	o_mignt_dioc3	o_mignt_dioc2	o_mignt_dioc1	avg_o_mig_un	avg_o_migt_dioc	avg_o_mignt_dioc	rank_o_mig_un	rank_o_migt_dioc	rank_o_mignt_dioc	migt_sh_wb	mignt_sh_wb
2000	"MLI"	"Sub-Saharan North"	11239101	7309	113822	140311	138028	8	8	8	8	8	9	11	11	12	14	1	1	1	1	1	1	3	4	7	9	5	5	5	6	6	7	8	9	9	11	8.166667	1	5.666667	23	24	26	.0520914	.8112122
2000	"TZA"	"Sub-Saharan South"	34463704	38021	656442	840088	940204	7	7	7	7	7	7	7	7	8	10	2	2	2	2	2	2	3	3	4	5	6	6	6	6	6	6	6	6	6	8	7	2	6	25	23	26	.0452584	.7813967
2010	"TTO"	"LATAM"	1410296	9381	6902	17906	15616	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	4	4	4	4	4	5	5	6	6	6	6	2	3	4.333333	33	25	26	.5239026	.3854574
2010	"BWA"	"Sub-Saharan South"	2091664	26334	68904	96911	83137	8	8	8	8	8	8	9	9	9	10	2	2	2	2	2	3	4	5	6	8	2	3	3	5	6	7	8	9	11	11	8	2.166667	4.333333	27	25	26	.2717339	.7110029
2010	"JPN"	"East Asia & Pacific"	1.281e+08	493087	1242109	2107967	2064499	4	4	4	5	6	6	6	7	7	7	2	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	6	4.833333	2.833333	5	30	25	26	.2339159	.589245
2010	"SDN"	"Sub-Saharan North"	33739933	19424	274170	363562	377539	6	6	6	6	6	6	6	6	6	7	1	1	2	2	2	2	2	4	4	4	5	5	5	5	5	5	5	5	5	5	6	1.666667	5	29	26	26	.0534269	.7541217
2010	"LTU"	"Baltic"	3097282	94438	196507	293368	160287	2	3	3	3	3	3	3	3	3	4	5	5	5	5	6	6	7	7	8	9	5	5	5	5	5	5	6	7	7	8	2.833333	5.333333	5	32	22	26	.3219097	.669831
2010	"ZMB"	"Sub-Saharan South"	13792086	9192	109840	129251	128111	5	5	5	5	5	6	6	6	6	7	0	0	0	0	0	0	0	2	3	4	5	5	5	5	5	5	5	5	6	11	5.166667	0	5	29	28	26	.0711174	.8498194
2010	"EST"	"Baltic"	1331475	94939	120943	219023	217717	6	6	6	6	6	7	7	7	7	9	8	9	9	9	9	9	9	9	11	12	5	5	5	5	5	5	6	6	6	7	6.166667	8.833333	5	28	19	26	.4334659	.5521932
2000	"BOL"	"LATAM"	8592656	25980	53517	91730	90013	6	6	6	7	8	9	10	11	11	16	3	4	4	5	7	7	10	13	14	15	3	5	5	5	5	5	6	6	8	9	7	5	4.666667	25	20	27	.2832225	.5834187
2000	"KEN"	"Sub-Saharan South"	30851606	45591	407502	555311	554883	5	5	5	5	5	5	5	5	5	6	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	6	5	3	5	27	22	27	.0820999	.7338266
2000	"UGA"	"Sub-Saharan North"	24020697	21715	405074	503043	581627	6	6	6	6	6	6	6	7	7	7	1	2	2	2	2	2	2	3	4	6	5	5	5	5	5	5	5	5	5	5	6	1.833333	5	26	23	27	.0431673	.8052472
2000	"BRA"	"LATAM"	1.759e+08	152104	513725	680547	655149	4	4	4	5	6	6	8	8	9	12	0	0	0	0	0	0	0	2	2	3	4	4	4	4	5	5	5	5	5	6	4.833333	0	4.333333	27	25	27	.2235026	.7548707
2000	"EST"	"Baltic"	1396985	89974	168385	258700	248999	5	5	5	5	5	6	6	8	8	8	8	8	8	8	8	8	10	11	13	14	5	5	5	5	5	5	5	5	5	6	5.166667	8	5	26	17	27	.3477928	.650889
2000	"JAM"	"LATAM"	2612205	12761	9077	23568	19764	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	5	5	5	5	5	5	5	5	6	6	5	6	5	27	19	27	.5414545	.3851409
2010	"RWA"	"Sub-Saharan South"	10309031	8018	158958	207656	410794	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	3	3	4	5	4	4	4	4	4	4	4	5	6	8	5	2	4	30	26	27	.0386119	.7654871
2010	"POL"	"Eastern Europe"	38042794	166081	500981	692500	633756	6	6	6	7	7	7	7	7	7	7	1	2	3	3	3	3	5	6	6	6	3	3	3	4	4	4	5	5	5	5	6.5	2.5	3.5	28	25	27	.2398282	.7234383
2010	"ALB"	"Balkan"	2913021	7717	32654	49216	46939	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	6	6	6	3	4	4	4	4	4	4	4	4	4	4	4.666667	3.833333	31	23	27	.1567986	.6634834
2010	"SVK"	"Eastern Europe"	5391428	32303	125480	165712	145405	2	2	2	2	2	3	3	4	4	4	1	1	1	1	1	1	1	2	2	3	2	2	2	2	2	2	3	3	4	6	2.166667	1	2	32	27	28	.1949346	.7572173
2010	"BRA"	"LATAM"	1.964e+08	183326	392747	603648	579605	3	3	3	5	5	5	6	6	8	8	0	0	0	0	0	0	0	1	2	3	1	1	1	1	2	2	2	3	4	4	4	0	1.333333	31	28	28	.3036969	.6506225
2010	"TJK"	"Central Asia"	7621779	40632	206897	301354	279297	3	3	3	4	6	7	7	8	9	11	4	5	5	5	5	5	5	6	10	12	2	2	2	2	2	2	2	4	5	5	4.333333	4.833333	2	30	23	28	.1348315	.686558
2010	"SLV"	"LATAM"	6114034	6616	28923	40372	39839	2	2	2	2	2	2	2	4	6	8	1	1	1	1	1	1	1	1	2	6	2	2	2	2	2	2	2	2	2	5	2	1	2	33	27	28	.163876	.7164124
2010	"KHM"	"East Asia & Pacific"	14363532	5845	75305	89116	78672	1	1	1	1	1	1	1	1	1	3	0	0	0	1	1	1	1	2	3	5	2	2	2	2	2	2	2	2	3	4	1	.5	2	34	27	28	.0655887	.8450222
2010	"NIC"	"LATAM"	5855734	11333	32344	46445	35324	2	2	2	2	2	2	2	5	5	9	4	4	5	6	6	7	7	7	9	11	2	2	2	2	2	2	2	2	3	7	2	5.333333	2	33	22	28	.244009	.6963936
2010	"IND"	"South Asia"	1.241e+09	209734	5474136	5976747	5286495	2	2	2	2	3	3	3	4	5	7	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	2	3	2.333333	0	1.666667	32	28	28	.0350917	.9159056
2000	"TTO"	"LATAM"	1332203	3999	5633	10644	10456	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	3	4	28	22	28	.3757046	.5292183
2000	"MYS"	"East Asia & Pacific"	22945150	70190	1170239	1385723	1333808	4	4	5	5	5	5	5	5	5	5	1	2	2	2	2	3	3	4	5	6	3	3	3	3	3	4	5	5	5	5	4.666667	2	3.166667	27	23	28	.0506523	.8444971
2000	"RWA"	"Sub-Saharan South"	8109989	11525	156386	178218	337752	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	4	4	5	6	4	4	4	4	4	4	4	4	5	5	5	3	4	27	22	28	.064668	.8774983
2000	"NPL"	"South Asia"	24559500	26529	538795	582130	569493	2	2	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	3	3	3	3	5	5	6	6	6	6	2.5	1	3.666667	29	24	28	.0455723	.9255579
2000	"THA"	"East Asia & Pacific"	63066603	77664	1054358	1375612	1257759	3	3	3	3	4	5	5	5	5	9	2	3	3	3	5	5	5	5	5	8	4	4	4	4	4	4	4	4	5	5	3.5	3.5	4	28	21	28	.0564578	.7664647
2000	"CMR"	"Sub-Saharan North"	15091594	11842	142356	182878	182879	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	29	22	29	.0647536	.7784206
2000	"JPN"	"East Asia & Pacific"	1.268e+08	394836	986535	1673497	1648768	3	3	3	4	4	4	4	4	4	4	3	3	3	3	3	3	5	5	5	5	2	2	2	3	4	4	4	4	4	4	3.5	3	2.833333	28	22	29	.2359347	.5895051
2000	"POL"	"Eastern Europe"	38258629	125159	691501	828685	781354	3	3	3	3	3	4	4	5	6	6	1	1	1	1	2	3	3	3	3	4	2	2	3	3	3	3	4	4	4	6	3.166667	1.5	2.666667	28	23	29	.1510333	.8344558
2000	"FIN"	"Nordic"	5176209	28943	91021	120941	79026	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	1	1	1	2	2	3	3	3	3	3	3	3	3	4	4	4	.1666667	3	28	24	29	.239315	.7526066
2010	"BGR"	"Balkan"	7395599	22291	37144	73067	74108	1	1	1	2	2	2	2	2	5	5	1	1	1	3	3	3	3	3	3	10	0	1	1	1	1	1	2	2	3	4	1.5	2	.8333333	33	26	29	.3050762	.5083553
2010	"IRN"	"MENA without GCC"	75373855	39975	2128845	2708867	2704744	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	34	28	29	.0147571	.7858802
2010	"EGY"	"MENA without GCC"	87252413	85586	190160	323708	290980	0	0	0	0	0	0	1	2	2	4	0	1	1	1	1	1	2	2	2	4	1	1	1	1	1	1	1	1	1	3	0	.8333333	1	35	27	29	.2643926	.587443
2010	"MEX"	"LATAM"	1.125e+08	253947	558876	979538	964579	1	1	1	2	2	3	3	3	3	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	3	1.666667	1	1	33	27	29	.2592518	.5705506
2010	"CHL"	"LATAM"	17004162	122050	163114	346157	323764	6	6	6	6	7	7	7	7	7	7	5	7	7	8	9	9	10	10	10	14	0	0	0	1	1	1	2	3	3	3	6.333333	7.5	.5	28	20	29	.3525857	.4712139
2010	"ROU"	"Balkan"	20246871	66557	75559	166733	160798	1	1	1	2	2	2	2	2	3	3	0	0	0	0	0	1	1	2	3	6	0	0	1	1	1	1	1	1	2	3	1.5	.1666667	.6666667	33	27	29	.3991831	.4531736
2010	"COL"	"LATAM"	44816108	41616	59627	124160	120955	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	27	29	.3351804	.4802432
2000	"NIC"	"LATAM"	5123222	7558	19043	29524	28919	2	2	2	2	2	2	2	4	5	8	2	2	2	2	2	5	6	6	8	13	2	2	2	2	2	2	2	2	2	3	2	2.5	2	30	22	30	.2559951	.6450007
2000	"ECU"	"LATAM"	12626507	33204	73086	124039	121663	5	5	5	6	9	9	9	11	13	17	3	3	3	3	3	4	5	7	9	12	2	2	2	2	2	2	2	5	7	7	6.5	3.166667	2	25	21	30	.26769	.5892179
2000	"LTU"	"Baltic"	3499536	49499	178207	228269	203538	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	4	1	1	2	2	2	2	2	3	3	3	1.333333	3	1.666667	30	22	30	.216845	.7806886
2000	"LKA"	"South Asia"	18776371	6081	36829	49752	37784	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	4	4	5	7	0	0	1.333333	32	25	30	.1222262	.7402517
2000	"SLV"	"LATAM"	5958482	6632	26634	34724	31333	1	1	1	1	1	1	2	3	4	6	1	1	1	2	2	2	2	4	5	8	2	2	2	2	2	2	2	2	2	3	1	1.5	2	31	23	30	.1909918	.7670199
2000	"KHM"	"East Asia & Pacific"	12118841	6476	130696	149738	140194	2	2	2	2	2	2	3	4	4	7	1	1	1	1	1	1	1	3	5	8	2	2	2	2	2	2	2	2	2	6	2	1	2	30	24	30	.0432489	.8728312
2000	"IND"	"South Asia"	1.060e+09	184816	5947241	6359719	6332833	2	2	3	3	3	3	3	3	3	4	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	3	3	3	2.666667	.1666667	2	29	24	30	.0290604	.9351421
2000	"IRQ"	"MENA without GCC"	24628858	29415	165786	228408	187991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1.833333	31	24	30	.1287827	.7258327
2010	"PHL"	"East Asia & Pacific"	94636700	90675	33554	150624	145328	2	2	2	2	2	3	3	4	4	6	1	1	2	2	2	3	4	4	5	6	0	0	0	0	0	0	0	1	1	1	2.166667	1.833333	0	32	26	30	.6019957	.2227666
2010	"SRB"	"Balkan"	7291436	0	0	0	752070	10	10	10	11	11	12	12	12	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.66667	0	0	24	28	30		
2010	"PER"	"LATAM"	29229572	61258	22744	103642	103148	1	1	1	2	6	6	7	7	8	11	1	1	1	1	1	1	4	5	5	8	0	0	0	0	0	0	0	0	1	1	2.833333	1	0	32	27	30	.5910538	.2194477
2010	"IDN"	"East Asia & Pacific"	2.440e+08	137873	131342	296152	250007	0	1	1	1	1	2	3	6	7	7	0	0	0	0	0	2	3	4	5	8	0	0	0	0	0	0	1	1	4	5	1	.3333333	0	34	27	30	.4655481	.4434952
2000	"COL"	"LATAM"	39215135	53297	68497	125859	100468	1	1	1	1	1	1	1	1	2	5	1	1	1	1	1	1	1	1	2	5	1	1	1	1	1	1	1	1	2	3	1	1	1	31	24	31	.4234659	.544236
2000	"GTM"	"LATAM"	11589761	13531	29137	47636	47212	1	1	1	1	1	2	2	2	2	4	1	1	1	1	1	1	2	2	2	4	1	1	1	1	1	1	1	1	1	2	1.166667	1	1	30	24	31	.2840499	.6116592
2000	"MEX"	"LATAM"	97873442	194199	312538	580277	532226	1	1	1	1	1	2	2	3	3	4	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	2	2	3	1.166667	1	1	30	24	31	.334666	.5386014
2000	"HND"	"LATAM"	6656725	7726	17446	28135	27935	1	1	1	1	1	1	1	2	2	4	1	1	1	1	1	2	2	2	3	8	1	1	1	1	1	1	1	1	1	3	1	1.166667	1	31	23	31	.2746046	.6200817
2000	"ROU"	"Balkan"	22442971	41014	82304	127406	119574	1	1	1	1	1	1	2	2	2	4	1	1	1	1	2	2	2	2	4	8	1	1	1	1	1	1	1	1	1	3	1	1.333333	1	31	23	31	.3219158	.6459978
2000	"PER"	"LATAM"	26654439	37668	27326	69453	65102	2	2	2	2	2	5	5	6	7	11	1	1	1	1	1	1	3	5	6	11	0	0	0	0	0	0	1	1	1	1	2.5	1	0	29	24	32	.5423524	.3934459
2000	"IDN"	"East Asia & Pacific"	2.141e+08	73908	58025	151402	120971	1	1	1	1	1	1	1	1	2	3	0	0	0	0	1	1	1	2	3	4	0	0	0	0	0	0	0	0	0	1	1	.3333333	0	31	24	32	.4881574	.3832512
2000	"LAO"	"East Asia & Pacific"	5430853	1161	13312	18023	17760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	32	25	32	.0644177	.7386118
2000	"BGR"	"Balkan"	8170172	15347	23393	42666	39917	0	0	0	0	0	0	1	1	1	3	0	0	1	1	1	1	1	2	5	7	0	0	0	0	0	0	0	0	1	2	0	.6666667	0	32	24	32	.3597009	.548282
2000	"MNG"	"East Asia & Pacific"	2450979	2431	4862	7820	7306	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	.8333333	.6666667	0	31	24	32	.3108696	.6217391
2000	"ALB"	"Balkan"	3089027	7405	49874	68204	68202	4	4	4	4	4	4	4	4	4	4																					4			28			.1085713	.7312474
2000	"ARE"	"GCC"	3275333	249318	1901520	2370445	2370445	7	7	7	7	7	7	7	7	7	7																					7			25			.1051777	.8021785
2000	"TKM"	"Central Asia"	4569132	62484	131385	216854	216851	5	5	5	5	5	5	5	5	5	5																					5			27			.2881386	.6058685
2000	"TCD"	"Sub-Saharan North"	8259137	4169	74748	98386	98689	6	7	7	8	8	8	8	9	9	10																					7.333333			24			.0423739	.7597423
2000	"TUN"	"MENA without GCC"	9893316	4988	20124	30322	29857	0	0	0	0	0	0	0	0	0	0																					0			32			.164501	.6636766
2000	"CHN"	"East Asia & Pacific"	1.263e+09	131246	230441	450535	450491	0	0	0	0	0	0	0	0	0	1																					0			32			.2913114	.511483
2000	"LBN"	"MENA without GCC"	4320642	162258	395278	689134	689138	13	14	14	16	16	16	16	17	17	17																					14.83333			17			.235452	.5735866
2000	"PAK"	"South Asia"	1.544e+08	81869	3397943	4178580	4178579	2	2	2	2	2	2	2	2	2	2																					2			30			.0195925	.8131813
2000	"AZE"	"Central Asia"	8048600	51347	217017	325048	325050	5	5	5	5	5	6	6	6	6	6																					5.166667			26			.1579674	.667646
2000	"UZB"	"Central Asia"	24650400	605111	687562	1325100	1325101	6	6	6	6	6	6	6	6	6	6																					6			26			.4566531	.5188755
2000	"AFG"	"South Asia"	19542982	4437	44298	60919	60918	0	0	0	0	0	0	0	0	0	0																					0			32			.0728344	.7271623
2000	"ZWE"	"Sub-Saharan South"	11834676	18226	308507	364163	344923	5	5	5	5	5	5	5	5	5	5																					5			27			.050049	.8471673
2000	"MAR"	"MENA without GCC"	28554415	5025	31132	42566	42500	1	1	1	1	1	1	1	1	3	6																					1			31			.118052	.7313818
2000	"MRT"	"Sub-Saharan North"	2695003	1090	43340	55509	55481	3	4	5	5	5	5	5	5	8	10																					4.5			27			.0196365	.7807743
2000	"GNB"	"Sub-Saharan North"	1230849	878	13882	18362	18361	8	8	9	9	9	9	10	10	10	10																					8.666667			23			.0478161	.7560179
2000	"BWA"	"Sub-Saharan South"	1726985	5626	32977	46169	33486	1	1	1	1	1	2	4	5	7	8																					1.166667			30			.1218567	.7142671
2000	"MDG"	"Sub-Saharan South"	16216431	5091	3676	9177	9177	1	1	1	1	1	2	2	2	2	3																					1.166667			30			.5547565	.4005666
2000	"TGO"	"Sub-Saharan North"	5008035	3725	95713	124029	124375	9	10	10	10	10	10	11	14	17	19																					9.833333			22			.0300333	.7716985
2000	"LBY"	"MENA without GCC"	5154790	79310	373988	559782	559490	13	13	13	13	13	13	13	13	14	14																					13			19			.1416802	.6680958
2000	"ETH"	"Sub-Saharan North"	67031867	18615	313518	415166	415255	2	2	2	2	2	2	2	2	2	2																					2			30			.0448375	.755163
2000	"LSO"	"Sub-Saharan South"	1998630	527	2476	3663	1222	0	0	0	0	0	0	0	1	3	3																					0			32			.1438711	.6759487
2000	"TJK"	"Central Asia"	6272998	119031	167627	298973	298947	6	7	8	8	8	8	12	12	13	17																					7.5			24			.398133	.560676
2000	"SOM"	"Sub-Saharan North"	8721465	54	389	554	555	0	0	0	0	0	0	0	0	0	0																					0			32			.0974729	.7021661
2000	"DZA"	"MENA without GCC"	30774621	15444	45440	75892	75875	2	3	4	4	4	4	4	4	5	5																					3.5			28			.2034997	.5987456
